"A 1998","ジャンル","曲 名","演奏者","演奏者2","演奏者3","演奏者4","演奏者5","演奏者6","演奏者7","伴奏","伴奏2","伴奏3","伴奏4","作詞者","補作","作曲者","作曲者2","編曲者","レーベル","レコード番号","シリアル番号","発売","備考","昭和館","場所","箱"
"06","映画主題歌","今宵はきみに","藤川光男",,,,,,,"日本クリスタル管弦楽団",,,,"服部龍太郎(訳詞)",,"ﾗﾙﾌ･ﾚｲﾝｼﾞｬｰ",,"篠原正雄","クリスタル","2005-A",,1935,"パラマウント映画『ルンバ』主題歌
藤川光男は林 伊佐緒の別名",,,
"08","新小唄","波乗り甚句","虎龍","タイヘイ少女合唱団",,,,,,"タイヘイ和洋楽団",,,,"木下 潤",,"タイヘイ文芸部(編)",,"タイヘイ文芸部(編)","タイヘイ","6073-A",,"不詳",,,,
"08","新小唄","萬歳くづし","虎龍","タイヘイ少女合唱団",,,,,,"タイヘイ管弦楽団",,,,"タイヘイ文芸部(編)",,"タイヘイ文芸部(編)",,"タイヘイ文芸部(編)","タイヘイ","6073-B",,"不詳",,,,
"01","流行歌","街の夜更けて","牧 忠夫",,,,,,,"タイヘイオーケストラ",,,,"松村又一",,"秋山完一",,,"タイヘイ","4246ｰA",,1933,"クイックトロット",,,
"01","流行歌","風にまかせて","かね本幾松",,,,,,,"床栄(三味線)","床勇(三味線)","タイヘイ和洋合奏団",,"若杉雄三郎",,"山口俊夫",,,"タイヘイ","4246ｰB",,1933,,,,
"01","流行小唄","銀座の柳","松平小夜子",,,,,,,"ギター・マンドリン其の他",,,,"飛田八郎",,"近藤十九二",,,"タイヘイ","3373ｰA",,1932,,,,
"01","流行小唄","ハロー東京","横田良一","松平小夜子",,,,,,"ギター・マンドリン其の他",,,,"小国比沙志",,"片岡志行",,,"タイヘイ","3373ｰB",,1932,,,,
"08","新小唄","蓄音器祭の歌「音波は踊る」","幾松","結城 浩","タイヘイ少女合唱団",,,,,"タイヘイ和洋楽団",,,,"瀬戸 純",,"近藤十九二",,,"タイヘイ","4716ｰA",,1934,"大阪蓄音器商組合選定
夕刊新大阪新聞社懸賞募集当選歌
結城 浩は楠木繁夫の別名",,,
"01","流行歌","風の鳥","水野喜代子",,,,,,,"タイヘイセレナーダス",,,,"西岡水朗",,"寅川雪夫",,,"タイヘイ","4716ｰB",,1934,"トロット
水野喜代子は渡辺光子の別名",,,
"01","流行歌","走れ白帆","曽我部邦夫",,,,,,,"タイヘイダンスオーケストラ",,,,"大塚 徹",,"近藤十九二",,,"タイヘイ","4720ｰA",,1934,"6／8トロット",,,
"01","流行歌","蒼い月夜","水野喜代子",,,,,,,"タイヘイダンスオーケストラ",,,,"佐々木緑亭",,"渡辺健二郎",,,"タイヘイ","4720ｰB",,1934,"タンゴ
水野喜代子は渡辺光子の別名",,,
"01","流行小唄","赤いグラスに汲む酒は","横田良一",,,,,,,"タイヘイギターマンドリンバンド",,,,"西岡水朗",,"片岡志行",,,"タイヘイ","3270ｰA",,1932,,,,
"01","流行小唄","言うに言われぬ胸の内","水波澄子",,,,,,,"タイヘイギターマンドリンバンド",,,,"西岡水朗",,"片岡志行",,,"タイヘイ","3270ｰB",,1932,,,,
"01","流行歌","君を偲びて","長谷川 顕","漣 菊子",,,,,,"タイヘイセレナーダス",,,,"岡田千枝",,"北木正義",,"北木正義","タイヘイ","15264ｰA",,1936,,,,
"01","流行歌","泣き笑い","漣 菊子",,,,,,,"タイヘイセレナーダス",,,,"水野昌子",,"近藤十九二",,"北木正義","タイヘイ","15264ｰB",,1936,,,,
"01","流行歌","恋の裏町","幾松",,,,,,,"タイヘイセレナーダス",,,,"木下 潤",,"北木正義",,,"タイヘイ","14974ｰA",,1935,,,,
"01","流行歌","君と乾杯","久野和夫",,,,,,,"タイヘイダンスオーケストラ",,,,"野村俊夫",,"大村能章",,,"タイヘイ","14974ｰB",,1935,"トロット",,,
"01","流行歌","いいじゃありませんか","〆丸","秋月光洋",,,,,,"タイヘイ和洋楽団",,,,"西岡水朗",,"山田春夫",,,"タイヘイ","14970-A",,1935,,,,
"01","流行歌","好きどっせ","幾松",,,,,,,"タイヘイセレナーダス",,,,"吉井 勇",,"近藤十九二",,,"タイヘイ","14970-B",,1935,,,,
"01","流行歌","さんさ時雨","東京幾松",,,,,,,"タイヘイセレナーダス",,,,"鹿山映二郎",,"室町欣哉",,,"タイヘイ","4382-B",,1933,,,,
"10","松竹家庭劇","戦える母","渋谷天外","曾我廼家十福","加藤楽童","曾我廼家十吾","浪花千栄子・囃子連中","木村光子・囃子連中","石河 薫・囃子連中",,,,,"茂林寺文福
舘 直志",,,,,"タイヘイ","G-40074",18197,"不詳","舘 直志は二代目渋谷天外のペンネーム",,,
"10","松竹家庭劇","戦える母(二)","渋谷天外","曾我廼家十福","加藤楽童","曾我廼家十吾","浪花千栄子・囃子連中","木村光子・囃子連中","石河 薫・囃子連中",,,,,"茂林寺文福
舘 直志",,,,,"タイヘイ","G-40074",18198,"不詳","舘 直志は二代目渋谷天外のペンネーム",,,
"10","松竹家庭劇","戦える母(六)","渋谷天外","曾我廼家十福","加藤楽童","曾我廼家十吾","浪花千栄子・囃子連中","木村光子・囃子連中","石河 薫・囃子連中",,,,,"茂林寺文福
舘 直志",,,,,"タイヘイ","G-40076",18202,"不詳","舘 直志は二代目渋谷天外のペンネーム",,,
"01","舞踏流行歌","さくら囃子","東京幾松","結城 浩","タイヘイ少女合唱団",,,,,"タイヘイ和洋管弦楽団",,,,"塚本篤夫",,"タイヘイ文芸部(編)",,"タイヘイ文芸部(編)","タイヘイ","4500-A",,1934,"結城 浩は楠木繁夫の別名",,,
"01","舞踏流行歌","花見音頭","東京幾松","結城 浩","タイヘイ少女合唱団",,,,,"タイヘイ和洋管弦楽団",,,,"木下 潤",,"大村能章",,,"タイヘイ","4500-B",,1934,"結城 浩は楠木繁夫の別名",,,
"01","流行歌","月下の乾杯","結城 浩",,,,,,,"タイヘイオーケストラ",,,,"木下 潤",,"北木正義",,,"タイヘイ","4590-A",,1934,"トロット　謝恩特盤
結城 浩は楠木繁夫の別名",,,
"01","流行歌","一夜の夢","幾松",,,,,,,,,,,"小沼 宏",,"近藤十九二",,,"タイヘイ","4590-B",,1934,,,,
"10","讃歌","皇太子殿下御生誕の歌","結城 浩",,,,,,,"タイヘイオーケストラ",,,,"木下 潤",,"宍田文雄",,,"タイヘイ","4410-A",,1934,"奉祝記念特盤
結城 浩は楠木繁夫の別名",,,
"08","俚謡","鹿児島小原節","東京幾松","タイヘイ少女合唱団",,,,,,"タイヘイ和洋管弦楽団",,,,,,,,,"タイヘイ","4503-A",,1934,,,,
"08","俚謡","瀬戸の船唄","南地おせん(唄)　","春次(三味線)","文子(三味線)",,,,,"タイヘイ管弦楽団",,,,,,,,,"タイヘイ","4503-B",,1934,,,,
"10","青年歌","月下の陣","吉田一男",,,,,,,"記載なし",,,,"生野悦一",,"北木正義",,,"タイヘイ","15116-A",,1935,,,,
"10","青年歌","わが勇士","吉田一男",,,,,,,"記載なし",,,,"福井次郎",,"記載なし",,,"タイヘイ","15116-B",,1935,,,,
"08","舞踏新小唄","お城祭の唄","新中検 政代","タイヘイ少女合唱団",,,,,,"タイヘイ和洋楽団",,,,"大塚 徹",,"佐藤たかし",,,"タイヘイ","4553-A",,1934,,,,
"08","舞踏新小唄","播磨音頭","南地おせん","塩原秩峰","タイヘイ少女合唱団",,,,,"タイヘイ和洋楽団",,,,"大塚 徹",,"タイヘイ文芸部",,,"タイヘイ","4553-B",,1934,,,,
"08","新小唄","想い出の峠","東京幾松",,,,,,,"タイヘイ管弦楽団",,,,"大沼 萍",,"近藤十九二",,,"タイヘイ","4454-A",,1934,,,,
"01","流行歌","偲ぶ夕月","結城 浩",,,,,,,,,,,"木下 潤",,"服部良一",,,"タイヘイ","4454-B",,1934,"結城 浩は楠木繁夫の別名",,,
"01","流行歌","走れ白帆","曽我部邦夫",,,,,,,"タイヘイダンスオーケストラ",,,,"大塚 徹",,"近藤十九二",,,"タイヘイ","S105ｰA",,1935,"6／8トロット
4720ｰAの謝恩宣伝盤",,,
"01","流行歌","蒼い月夜","水野喜代子",,,,,,,"タイヘイダンスオーケストラ",,,,"佐々木緑亭",,"渡辺健二郎",,,"タイヘイ","S105ｰB",,1935,"タンゴ　4720-Bの謝恩宣伝盤
水野喜代子は渡辺光子の別名",,,
"01","流行歌","君よさらば","小川文夫",,,,,,,,,,,"田中美春",,"宍田文雄",,,"タイヘイ","特3900-A",,1933,"特盤",,,
"01","流行歌","二日月夜","水野喜代子",,,,,,,"タイヘイセレナーダス",,,,"沢井 光",,"近藤誠二郞",,"近藤誠二郞","タイヘイ","特3900-B",,1933,"特盤
水野喜代子は渡辺光子の別名",,,
"01","流行歌","おけさ夜情","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"中島忠政",,"草笛道夫",,"北小路 浩","タイヘイ","R1004",17410,1939,,,,
"01","流行歌","五月雨だより","喜代丸",,,,,,,,,,,"戸張もりを",,"飯田三郎",,"飯田三郎","タイヘイ","R1004",17391,1939,,,,
"01","歌謡曲","硫黄島哀歌","藤島桓夫",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"飯田景応",,"飯田景応","タイヘイ","Ⓗ10228","27-441",1952,,,,
"01","歌謡曲","孤島に祈る","エト邦枝",,,,,,,"タイヘイオーケストラ",,,,"藤田まさと",,"下村信夫",,"下村信夫","タイヘイ","Ⓗ10228","27-445",1952,,,,
"04","ハワイアン
ミュージック","ハノハノハナレイ","フランク須田",,,,,,,"タイヘイオーケストラ",,,,"村上和徳(訳)",,"ハワイアン",,"村上和徳","タイヘイ","S5001",15260,1950,,,,
"04","ハワイアン
ミュージック","アレコキ","ミッキー松山",,,,,,,"タイヘイオーケストラ",,,,"村上和徳(訳)",,"ハワイアン",,"村上和徳","タイヘイ","S5001",15262,1950,"ミッキー松山＝松山映子",,,
"01","流行歌","橇は行く","谷 不二男",,,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"飯田景応",,"内田健一","タイヘイ","21084-A",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","辷ろよスキー","鮫島敏弘",,,,,,,"ウエスターン管弦楽団",,,,"松村又一",,"片岡志行",,"片岡志行","タイヘイ","21084-B",,1936,"世界最高級ウエスターン吹込
鮫島敏弘は近江俊郎の別名",,,
"10","記載なし","神戸観光行進曲","瀬川 伸",,,,,,,"タイヘイオーケストラ",,,,"野原 正",,"服部良一",,"服部良一","タイヘイ","M381","x-681","不詳","神戸料飲観光祭協会懸賞当選歌",,,
"10","記載なし","神戸観光音頭","浅草紅香(唄)","市川猿之助(振付)",,,,,,"タイヘイオーケストラ",,,,"鈴木道彦",,"大村能章",,"大村能章","タイヘイ","M381","x-682","不詳","神戸料飲観光祭協会懸賞当選歌",,,
"10","記載なし","西宮音頭","藤島桓夫","豆千代",,,,,,"日本マーキュリーオーケストラ",,,,"藤田まさと",,"飯田景応",,"飯田景応","マーキュリー","H15012","28-763",1953,"西宮まつり協会選定",,,
"10","記載なし","西宮小唄","〆香(唄)","豊吉(三味線)",,,,,,"日本マーキュリーオーケストラ",,,,"藤田まさと",,"大村能章",,"大村能章","マーキュリー","H15012","28-764",1953,"西宮まつり協会選定",,,
"01","歌謡曲","バテレン哀歌","東海林太郎",,,,,,,"日本マーキュリーオーケストラ",,,,"唐崎まさはる",,"飯田景応",,"飯田景応","マーキュリー","H15013","28－768",1953,,,,
"01","歌謡曲","サイゴンの花馬車","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"松坂直美",,"岩本秀雄",,"岩本秀雄","マーキュリー","H15013","28－784",1953,,,,
"01","歌謡曲","青春パソドブル","岡 晴夫",,,,,,,"日本マーキュリーオーケストラ",,,,"室山多香史",,"上島浩二",,"上島浩二","マーキュリー","H15134","29-966",1955,,,,
"01","歌謡曲","初恋悲歌","野村雪子",,,,,,,"日本マーキュリーオーケストラ",,,,"豊田一雄",,"豊田一雄",,"島田逸平","マーキュリー","H15134","29-1044",1955,,,,
"10","記載なし","神戸奥摩耶音頭","藤島桓夫","日本マーキュリー合唱団",,,,,,"日本マーキュリーオーケストラ",,,,"松平芳樹",,"西脇稔和",,"西脇稔和","マーキュリー","M1410","X2933","不詳",,,,
"10","記載なし","神戸奥摩耶小唄","野村雪子",,,,,,,"日本マーキュリーオーケストラ",,,,"松平芳樹",,"岩本秀雄",,"岩本秀雄","マーキュリー","M1410","X2934","不詳",,,,
"01","歌謡曲","若い船頭だよ","藤島桓夫",,,,,,,"日本マーキュリーオーケストラ",,,,"松村又一",,"飯田景応",,"飯田景応","マーキュリー","H15222","31-1281",1956,,,,
"01","歌謡曲","十九の浮草","松山恵子",,,,,,,"日本マーキュリーオーケストラ",,,,"牧 喜代司",,"袴田宗孝",,"袴田宗孝","マーキュリー","H15222","31-1279",1956,,,,
"01","流行歌","私がお嫁に行ったなら","丸山和歌子",,,,,,,"ウエスターン管弦楽団",,,,"菊田一夫",,"篠原正雄",,"篠原正雄","タイヘイ","21015-A",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","新婚時代","奥田英子",,,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"長津 弥",,"長津 弥","タイヘイ","21015-B",,1936,"世界最高級ウエスターン吹込",,,
"01","時局流行歌","ああ戦友","井田照夫・なら丸",,,,,,,"ウエスターン管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","21289-A",,1937,"世界最高級ウエスターン吹込",,,
"01","時局流行歌","無言の勇者","竹内龍夫",,,,,,,"ウエスターン管弦楽団",,,,"松田翠涛",,"杉田良造",,"杉田良造","タイヘイ","21289-B",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","北満夜曲","虎龍",,,,,,,"判読できず",,,,"判読できず",,"判読できず",,,"タイヘイ","21070-A",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","別れの軍歌","三島一声","夢香",,,,,,"判読できず",,,,"判読できず",,"判読できず",,,"タイヘイ","21070-B",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","緋鹿子ざんげ","新橋喜代丸",,,,,,,"ウエスターン管弦楽団",,,,"長浜五樹",,"菅原寛明",,"志木田 健","タイヘイ","21220-A",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","嫌なの！好きなの！","丸山和歌子","夢香",,,,,,"ウエスターン管弦楽団",,,,"飛鳥井芳朗",,"山下五郎",,"深海善次","タイヘイ","21220-B",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","貴方来るまで","水島早苗",,,,,,,"ウエスターン管弦楽団",,,,"小堀秀雄",,"松山 伸",,"工藤 進","タイヘイ","21182-A",,1937,"ネエ小唄コンクール一等当選歌
新専属第一回作品21253ｰAと同曲？",,,
"01","流行歌","東京の屋根の下","シキ皓一","水島早苗",,,,,,"ウエスターン管弦楽団",,,,"山岸曙光",,"種子島 弘",,"武増利二","タイヘイ","21182-B",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","恋の馬子唄","三島一声","夢香",,,,,,"ウエスターン管弦楽団",,,,"野村俊夫",,"片岡志行",,"片岡志行","タイヘイ","21068-A",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","天龍しぶき","竹内龍夫",,,,,,,"ウエスターン管弦楽団",,,,"松坂直美",,"呉 泰次郎",,"呉 泰次郎","タイヘイ","21068-B",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","南洋の娘","奈良丸",,,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"杉田良造",,"杉田良造","タイヘイ","21252-A",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","ナイナイ節","シキ皓一",,,,,,,"ウエスターン管弦楽団",,,,"宮本吉次",,"鳴瀬純平",,"中村正一郎","タイヘイ","21252-B",,1937,"世界最高級ウエスターン吹込",,,
"06","映画主題歌","恋愛無敵艦隊","竹内龍夫","新橋喜代丸",,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"片岡志行",,"片岡志行","タイヘイ","21125-A",,1937,"松竹キネマ大船『恋愛無敵艦隊』
主題歌",,,
"06","映画主題歌","可愛がられて","新橋喜代丸",,,,,,,"ウエスターン管弦楽団",,,,"松山金太郎",,"飯田三郎",,"飯田三郎","タイヘイ","21125-B",,1937,"松竹キネマ大船『恋愛無敵艦隊』
主題歌",,,
"01","流行歌","利根の船頭唄","井田照夫",,,,,,,"ウエスターン管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","21222-A",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","小木(おぎ)の港","夢香",,,,,,,"モアナセレナーダス","ウエスターン管弦楽団",,,"最上 洋",,"倉若晴生",,"モアナセレナーダス","タイヘイ","21222-B",,1937,"世界最高級ウエスターン吹込",,,
"01","時局流行歌","爆撃行進","内本 実","ウエスターンコーラス",,,,,,"ウエスターン管弦楽団",,,,"村上太郎",,"平林静男",,"平林静男","タイヘイ","21313-A",,1937,"世界最高級ウエスターン吹込",,,
"01","時局流行歌","爆弾二勇士の歌","内本 実","ウエスターンコーラス",,,,,,"ウエスターン管弦楽団",,,,"松内由紀雄",,"山下五郎",,"池譲","タイヘイ","21313-B",,1937,"世界最高級ウエスターン吹込",,,
"06","映画主題歌","つばくろの唄","新橋喜代丸",,,,,,,"ウエスターン管弦楽団",,,,"松山金太郎",,"堀内敬三",,"堀内敬三","タイヘイ","21075-A",,1936,"週刊朝日所載『つばくろの唄』映画化
松竹大船「女のいのち」主題歌",,,
"06","映画主題歌","女のいのち","柳原歌子",,,,,,,"ウエスターン管弦楽団",,,,"本庄三平",,"片岡志行",,"片岡志行","タイヘイ","21075-B",,1936,"週刊朝日所載『つばくろの唄』映画化
松竹大船「女のいのち」主題歌",,,
"06","映画主題歌","寂光愛","新橋喜代丸",,,,,,,"ウエスターン管弦楽団",,,,"赤城次朗",,"中田君夫",,"中田君夫","タイヘイ","21024-A",,1936,"新興キネマ大泉超特作「寂光愛」
主題歌",,,
"06","映画主題歌","愛の暴風","橋本一郎","奥田英子",,,,,,"ウエスターン管弦楽団",,,,"赤城次朗",,"片岡志行",,"片岡志行","タイヘイ","21024-B",,1936,"新興キネマ大泉超特作「寂光愛」
主題歌",,,
