"A 1998","ジャンル","曲 名","演奏者","演奏者2","演奏者3","演奏者4","演奏者5","演奏者6","演奏者7","伴奏","伴奏2","伴奏3","伴奏4","作詞者","補作","作曲者","作曲者2","編曲者","レーベル","レコード番号","シリアル番号","発売","備考","昭和館","場所","箱"
"06","映画主題歌","花がすみ","紀多 寛","夢香",,,,,,"ウエスターン管弦楽団",,,,"時雨音羽",,"大村能章",,"判読できず","タイヘイ","21200ｰB",,1937,"新興キネマ大泉超特作トーキー
「東京おけさ」主題歌",,,
"04","ジャズソング","テルミー","シキ皓一",,,,,,,"ウエスターンジャズオーケストラ",,,,"松島俊一",,,,"池譲","タイヘイ","21127ｰA",,1937,"世界最高級ウエスターン吹込",,,
"04","ジャズソング","チョング","シキ皓一",,,,,,,"ウエスターンジャズオーケストラ",,,,"服部龍太郎",,,,"池譲","タイヘイ","21127ｰB",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","紅だすき","新橋喜代丸",,,,,,,"ウエスターン管弦楽団",,,,"小堀秀雄",,"杉田良造",,"深海善次","タイヘイ","21223ｰA",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","新婚第一歩","水島早苗","シキ皓一",,,,,,"ウエスターン管弦楽団",,,,"土屋博美",,"西口 猛",,"中村正一郎","タイヘイ","21223ｰB",,1937,"世界最高級ウエスターン吹込",,,
"06","映画主題歌","花影木影","大友柳太郎","高山広子","合唱付",,,,,"タイヘイ管弦楽団",,,,"木村恵吾",,"佐藤顕雄",,"佐藤顕雄","タイヘイ","R1003",17379,1939,"新興映画主題歌「元禄女大名」",,,
"06","映画主題歌","佐渡おけさ","大友柳太郎","高山広子","合唱付",,,,,"タイヘイ管弦楽団",,,,"木村恵吾",,"佐藤顕雄",,"佐藤顕雄","タイヘイ","R1003",17380,1939,"新興映画主題歌「実説佐渡おけさ」",,,
"01","流行歌","母の見る夢","渡辺光子",,,,,,,"タイヘイ管弦楽団",,,,"関沢潤一郎",,"飯田三郎",,"飯田三郎","タイヘイ","R1015",17412,1939,,,,
"01","流行歌","人生の舟唄","立花ひろし",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"倉若晴生",,"倉若晴生","タイヘイ","R1015",17488,1939,,,,
"01","流行歌","馬子唄街道","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"志村ただし",,"下村信夫",,"藤田まさる","タイヘイ","R1007",17404,1939,,,,
"01","流行歌","水郷子守唄","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"関沢潤一郎",,"下村信夫",,"藤田まさる","タイヘイ","R1007",17406,1939,,,,
"01","流行歌","男の涙","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"草笛道夫",,"万沢 恒","タイヘイ","R1043",17771,1940,,,,
"01","流行歌","胸の中から","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"万沢 恒","タイヘイ","R1043",17769,1940,,,,
"01","流行歌","月夜の子守唄","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"飯田三郎",,"飯田三郎","タイヘイ","G40045",18059,1940,,,,
"01","流行歌","戦場安来節","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","G40045","18053－1",1940,,,,
"01","流行歌","夢の船頭唄","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","G40030",17964,1940,,,,
"01","流行歌","浪曲かぞえ唄","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"堤 一郎",,"草笛道夫",,"飯田三郎","タイヘイ","G40030",18008,1940,,,,
"07","行進歌","空の勇士","立花ひろし","渡辺光子",,,,,,"タイヘイ管弦楽団",,,,"大槻一郎",,"蔵野今春",,"万沢 恒","タイヘイ","R1031",17689,1939,"陸軍省撰定・読売新聞懸賞当選歌
レコード各社競作",,,
"01","愛国流行歌","暁の決死隊","松山 寛",,,,,,,"タイヘイ管弦楽団",,,,"和田隆夫",,"近藤 広",,"飯田三郎","タイヘイ","R1031",16817,1939,,,,
"01","流行歌","お民の度胸","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"栗山品雄",,"飯田三郎",,"飯田三郎","タイヘイ","R1052",17765,1940,,,,
"01","流行歌","石松三十石道中","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"栗山品雄",,"飯田三郎",,"飯田三郎","タイヘイ","R1052",17773,1940,,,,
"07","軍歌","歩兵第三十九連隊連隊歌","立花ひろし","渡辺光子",,,,,,"タイヘイ管弦楽団",,,,"将校団",,"飯田三郎",,"阪東政一","タイヘイ","G40002",17900,1940,"1-55",,,
"07","愛国歌","大日本行進曲","内田栄一","タイヘイ合唱団",,,,,,"タイヘイ管弦楽団",,,,"林 柳波",,"江口夜詩",,"江口夜詩","タイヘイ","G40002","東2748",1940,"1-55",,,
"01","愛国流行歌","麦と花嫁","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"宮本旅人",,"飯田三郎",,"飯田三郎","タイヘイ","R1002",17373,1939,,,,
"01","愛国流行歌","親子進軍","井田照夫","高橋文夫",,,,,,"タイヘイ管弦楽団",,,,"山本 淳",,"草笛道夫",,"飯田三郎","タイヘイ","R1002",17375,1939,,,,
"01","流行歌","街の風車","佐伯周二",,,,,,,"タイヘイ管弦楽団",,,,"和田隆夫",,"松平 寛",,"坂本 明","タイヘイ","R1021",17601,1939,,,,
"01","流行歌","七色(なないろ)の夢","三原純子",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"和田 健","タイヘイ","R1021",17598,1939,,,,
"01","流行歌","浪花節と兵隊","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"堤 一郎",,"草笛道夫",,"飯田三郎","タイヘイ","R1001",17348,1939,,,,
"01","流行歌","軍国桜だより","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"堤 一郎",,"草笛道夫",,"和田 健","タイヘイ","R1001",17351,1939,,,,
"01","流行歌","小唄草紙","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","G40003","17870ｰ１",1940,"1-55",,,
"01","流行歌","続浪花節と兵隊","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"堤 一郎",,"草笛道夫",,"飯田三郎","タイヘイ","G40003","1787５ｰ２",1940,"1-55",,,
"01","流行歌","旅は道づれ","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"宇野美樹",,"草笛道夫",,"飯田三郎","タイヘイ","G40016",17938,1940,"1-55",,,
"01","流行歌","浪曲草紙","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"草笛道夫",,"飯田三郎","タイヘイ","G40016","17939ｰ2",1940,"1-55",,,
"01","流行歌","霧のデッキ","有島通男",,,,,,,"タイヘイ管弦楽団",,,,"宇野美樹",,"湊 晴二",,"北小路 浩","タイヘイ","G40031",17965,1940,"1-55",,,
"01","流行歌","夢の支那街","高松三枝子",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"丸茂圭太",,"立花かほる","タイヘイ","G40031",17905,1940,"1-55",,,
"01","流行歌","利根川夜情","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"西岡水朗",,"近藤 広",,"飯田三郎","タイヘイ","R1032",17690,1940,,,,
"01","流行歌","船頭子守唄","松山 寛",,,,,,,"タイヘイ管弦楽団",,,,"鹿山鶯邨",,"飯田三郎",,"飯田三郎","タイヘイ","R1032","5832ｰ1",1940,,,,
"01","流行歌","都々逸と兵隊","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"中島ひでを",,"飯田三郎",,"飯田三郎","タイヘイ","R1016",17602,1939,"宣伝盤　宣伝用のカップリングか？",,,
"01","流行歌","玄海夜曲","佐伯周二",,,,,,,"タイヘイ管弦楽団",,,,"佐伯 龍",,"松平 寛",,"飯田三郎","タイヘイ","R1020",17600,1939,"宣伝盤　宣伝用のカップリングか？",,,
"06","映画主題歌","嵐に花は散らず(浚渫船ぶし)","立花ひろし",,,,,,,"タイヘイ管弦楽団",,,,"小石栄一",,"齊藤一郎",,"齊藤一郎","タイヘイ","G40044",18092,1940,"新興映画主題歌　1-55",,,
"06","映画主題歌","嵐に花は散らず(八重子の唄)","三原純子",,,,,,,"タイヘイ管弦楽団",,,,"松坂直美",,"齊藤一郎",,"飯田三郎","タイヘイ","G40044",18091,1940,"新興映画主題歌　1-55",,,
"01","流行歌","都々逸と兵隊","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"中島ひでを",,"飯田三郎",,"飯田三郎","タイヘイ","R1016",17602,1939,"正規盤",,,
"01","流行歌","ゴビの沙漠","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"和田 健","タイヘイ","R1016",17591,1939,"正規盤",,,
"01","流行歌","度胸ぶし","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"草笛道夫",,"東 八郎","タイヘイ","R1037",17753,1939,,,,
"01","流行歌","真実ぶし(紺屋髙尾)","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"草笛道夫",,"飯田三郎","タイヘイ","R1037",17752,1939,,,,
"01","流行歌","浪曲だより","井田照夫",,,,,,,"タイヘイ管弦楽団",,,,"堤 一郎",,"草笛道夫",,"飯田三郎","タイヘイ","R1013",17528,1939,,,,
"01","流行歌","幼なじみ","喜代丸",,,,,,,"タイヘイ管弦楽団",,,,"野村俊夫",,"飯田三郎",,"和田 健","タイヘイ","R1013",17525,1939,,,,
"01","流行歌","帰ろう帰ろう漢口へ","高橋文夫","三原純子",,,,,,"タイヘイ管弦楽団",,,,"宮本旅人",,"木村武彦",,"木村武彦","タイヘイ","R1005",17409,1939,,,,
"01","流行歌","広東娘","伏見信子",,,,,,,"タイヘイ管弦楽団",,,,"久保井信夫",,"阪東政一",,"阪東政一","タイヘイ","R1005",17370,1939,,,,
"01","時局流行歌","晴れの門出","紀多 寛","なら丸",,,,,,"ウエスターン管弦楽団",,,,"松村又一",,"山下五郎",,"草笛道夫","タイヘイ","21321ｰA",,1937,"世界最高級ウエスターン吹込",,,
"01","時局流行歌","若しも男に生れたら","なら丸",,,,,,,"ウエスターン管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","21321ｰB",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","男の涙","紀多 寛",,,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"片岡志行",,"片岡志行","タイヘイ","21096ｰA",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","街のオワシス","紀多 寛",,,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"片岡志行",,"片岡志行","タイヘイ","21096ｰB",,1936,"世界最高級ウエスターン吹込
オワシスはオアシスのことか？",,,
"01","流行歌","初春音頭","三島一声","お鯉",,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"片岡志行",,"片岡志行","タイヘイ","21100ｰA",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","初夢双六","お鯉",,,,,,,"ウエスターン管弦楽団",,,,"正岡 容",,"山下五郎",,"宮脇春夫","タイヘイ","21100ｰB",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","兵隊さん","井田照夫",,,,,,,"ウエスターン管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","21290ｰA",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","討伐節","三島一声",,,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"飯田三郎",,"万沢 恒","タイヘイ","21290ｰB",,1937,"世界最高級ウエスターン吹込",,,
"01","歌謡曲","花嫁人形","井崎嘉代子",,,,,,,"ウエスターン管弦楽団",,,,"蕗谷紅児",,"杉山長谷雄",,"池譲","タイヘイ","21099ｰA",,1936,"世界最高級ウエスターン吹込",,,
"01","歌謡曲
日本古謡","さくらさくら","井崎嘉代子",,,,,,,"ウエスターン管弦楽団",,,,,,,,"池譲","タイヘイ","21099ｰB",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","潮来小唄","喜三龍",,,,,,,"ウエスターン管弦楽団",,,,"麓川十一郎",,"大村能章",,,"タイヘイ","21050ｰA",,1936,"判読できず",,,
"01","流行歌","島が時雨りゃ","谷 不二男",,,,,,,"ウエスターン管弦楽団",,,,"原 郷夢",,"片岡志行",,"額田かもめ","タイヘイ","21050ｰB",,1936,"世界最高級ウエスターン吹込",,,
"01","流行叙情曲","郷愁の月","内本 実",,,,,,,"ウエスターン管弦楽団",,,,"西岡水朗",,"井田一郎",,"井田一郎","タイヘイ","21082ｰA",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","あの日の思い出","井崎嘉代子",,,,,,,,,,,"レイモンド服部",,"安部 盛",,,"タイヘイ","21082ｰB",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","お夏清十郎","橋本一郎","奥田英子","若草信子",,,,,"タイヘイ管弦楽団",,,,"時雨音羽",,"服部良一",,"長津 弥","タイヘイ","21009ｰA",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","お菊の唄","新橋喜代丸","奥田英子","若草信子",,,,,"タイヘイ管弦楽団",,,,"大塚 徹",,"片岡志行",,"片岡志行","タイヘイ","21009ｰB",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","紅すずめ","奥田英子",,,,,,,"タイヘイ管弦楽団",,,,"松村又一",,"草笛道夫",,"草笛道夫","タイヘイ","21002ｰA",,1936,"世界最高級ウエスターン吹込
特黒盤",,,
"01","流行歌","たそがれの小路","橋本一郎",,,,,,,,,,,"野村俊夫",,"宮脇春夫",,"宮脇春夫","タイヘイ","21002ｰB",,1936,"世界最高級ウエスターン吹込
特黒盤",,,
"01","時局流行歌","報道戦士の歌(噫！朝日新聞岡部特派員)","紀多 寛","ウエスターンコーラス",,,,,,"ウエスターン管弦楽団",,,,"松内由紀雄",,"近藤 広",,"平林静男","タイヘイ","21312ｰA",,1937,"世界最高級ウエスターン吹込",,,
"01","時局流行歌","軍国の妻","夢香",,,,,,,"ウエスターン管弦楽団",,,,"松本一晴",,"飯田三郎",,"飯田三郎","タイヘイ","21312ｰB",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","貴方来るまで","新橋喜代丸",,,,,,,"ウエスターン三味線アンサンブル",,,,"小堀秀雄",,"松山 伸",,"杉田良造","タイヘイ","21253ｰA",,1937,"世界最高級ウエスターン吹込
21182ｰAと同曲？",,,
"01","流行歌","こうしてネああしてネ","お鯉",,,,,,,"ウエスターン三味線アンサンブル",,,,"木村細雄",,"水原英明",,"井田一郎","タイヘイ","21253ｰB",,1937,"世界最高級ウエスターン吹込
21219ｰAｰBと同曲？",,,
"10","士気宣揚歌","戦車驀進","内本 実",,,,,,,,,,,"藪田義雄",,"平林静男",,"平林静男","タイヘイ","21322ｰA",,1937,"世界最高級ウエスターン吹込",,,
"10","士気宣揚歌","祖国の意気","井崎嘉代子・合唱付",,,,,,,"ウエスターン管弦楽団",,,,"小沼 宏",,"平林静男",,"平林静男","タイヘイ","21322ｰB",,1937,"世界最高級ウエスターン吹込",,,
"01","流行歌","若き日の感傷","紀多 寛",,,,,,,"ウエスターン管弦楽団",,,,"島田磬也",,"笹井斎二",,"杉田良造","タイヘイ","21244ｰA",,1937,"世界最高級ウエスターン吹込
宣伝見本盤",,,
"01","流行歌","利根の船頭唄","井田照夫",,,,,,,"ウエスターン管弦楽団",,,,"松村又一",,"草笛道夫",,"万沢 恒","タイヘイ","21222-A",,1937,"世界最高級ウエスターン吹込
宣伝見本盤",,,
"10","行進曲","観艦式行進曲","帝国海軍軍楽隊","内藤清吾指揮",,,,,,,,,,"海軍大佐
池田敬之助",,"佐藤清吉",,"海軍軍楽隊","タイヘイ","21052ｰA",,1936,"世界最高級ウエスターン吹込",,,
"10","行進歌","水兵行進曲","竹内龍夫","ウエスターンコーラス",,,,,,"ウエスターン管弦楽団",,,,"時雨音羽",,"村上清作",,"村上清作","タイヘイ","21052ｰB",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","月の城ヶ島","日置 静",,,,,,,"タイヘイセレナーダス",,,,"西岡水朗",,"生田九郎",,"生田九郎","タイヘイ","56136ｰA",,1935,"世界最高級ウエスターン吹込
トロット",,,
"01","流行歌","桜小夜曲","奥田英子","タイヘイ少女合唱団",,,,,,"タイヘイセレナーダス",,,,"西岡水朗",,"横山はるを",,"横山はるを","タイヘイ","56136ｰB",,1935,"世界最高級ウエスターン吹込
トロット",,,
"06","映画主題歌","残月の歌","日置 静",,,,,,,"タイヘイ管弦楽団",,,,"赤城次郎",,"長津 弥",,"長津 弥","タイヘイ","21005ｰA",,1936,"新興キネマ東京現代劇超特作
「残月の歌」主題歌",,,
"06","映画主題歌","愛のともしび","奥田英子",,,,,,,"タイヘイ管弦楽団",,,,"赤城次郎",,"山下五郎",,"山下五郎","タイヘイ","21005ｰB",,1936,"新興キネマ東京現代劇超特作
「残月の歌」主題歌",,,
"06","映画主題歌","片帆船","三島一声",,,,,,,"ウエスターン管弦楽団",,,,"吉村公三郎","佐藤羊一","記載なし",,"早乙女 光・長津 弥","タイヘイ","21049ｰA",,1936,"松竹大船映画「密漁の夜」主題歌",,,
"06","映画主題歌","海辺の恋","奥田英子",,,,,,,"ウエスターン管弦楽団",,,,"齊藤良輔",,"早乙女 光",,"長津 弥","タイヘイ","21049ｰB",,1936,"松竹大船映画「密漁の夜」主題歌",,,
"10","郎吟歌","喇嘛(ラマ)の燈火","三島一声",,,,,,,"ウエスターン管弦楽団",,,,"三島一声",,"ハルピン特務機関長
岡田猛馬(採譜)",,"万沢 恒","タイヘイ","21051ｰA",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","千曲(ちくま)夜情","夢香",,,,,,,"ウエスターン管弦楽団",,,,"松本一晴",,"片岡志行",,"片岡志行","タイヘイ","21051ｰB",,1936,"世界最高級ウエスターン吹込",,,
"01","流行歌","お別れね","日置 静",,,,,,,"タイヘイセレナーダス",,,,"島田磬也",,"水原英明",,,"タイヘイ","56123ｰA",,1935,"ワルツ",,,
"01","流行歌","逢いたいわね","奥田英子",,,,,,,"タイヘイセレナーダス",,,,"西崎義輝",,"水原英明",,,"タイヘイ","56123ｰB",,1935,"ワルツ",,,
"01","流行歌","涯なき旅路","奥田英子",,,,,,,"タイヘイ管弦楽団",,,,"飛鳥井帆二",,"宮脇春夫",,"宮脇春夫","タイヘイ","56482ｰA",,1936,"トロット",,,
"01","流行歌","馬車の中から","橋本一郎",,,,,,,"タイヘイ管弦楽団",,,,"西岡水朗",,"土屋正春",,"篠原正雄","タイヘイ","56482ｰB",,1936,"トロット",,,
"01","流行歌","君と僕とは","阿部幸次",,,,,,,"タイヘイダンスオーケストラ",,,,"鶴谷真太郎",,"横山はるを",,"平 茂夫","タイヘイ","56232ｰA",,1935,"トロット",,,
"01","流行歌","遙かな夢","ミス・タイヘイ",,,,,,,"タイヘイセレナーダス",,,,"前田豊秋",,"大村能章",,"生田九郎","タイヘイ","56232ｰB",,1935,"ワルツ
ミス・タイヘイは奥田英子の別名",,,
"04","ジャズソング","薔薇のタンゴ","ミス・タイヘイ",,,,,,,"タイヘイタンゴアンサンブル",,,,"関川 正(訳)",,"生田九郎",,,"タイヘイ","56116ｰA",,1935,"タンゴ　
ミス・タイヘイは奥田英子の別名",,,
"04","ジャズソング","ブリューハワイ","ミス・タイヘイ",,,,,,,"チェリーランドレコーディングオーケストラ",,,,"関川 正(訳)",,,,"平 茂夫","タイヘイ","56116ｰB",,1935,"ワルツ
ミス・タイヘイは奥田英子の別名",,,
"01","歌謡曲","旅愁","横田良一",,,,,,,"タイヘイ管弦楽団",,,,"早野 茂",,"近藤十九二",,,"タイヘイ","5112ｰA",,1934,,,,
"08","民謡","アリランの唄","横田良一",,,,,,,"タイヘイ管弦楽団",,,,"タイヘイ文芸部(訳詞)",,,,"服部良一","タイヘイ","5112ｰB",,1934,,,,
"01","新小唄","酒は涙よ溜息よ","黒田 進",,,,,,,"タイヘイストリングバンド",,,,"英はじめ",,"服部良一",,,"タイヘイ","3226ｰA",,1932,"黒田 進は楠木繁夫の別名",,,
"01","流行小唄","私この頃幸福よ","井上起久子",,,,,,,"タイヘイストリングバンド",,,,"英はじめ",,"服部良一",,,"タイヘイ","3226ｰB",,1932,,,,
"01","流行歌","軍国子守唄","吉田一男",,,,,,,"タイヘイオーケストラ",,,,"村田吉邦",,"北木正義",,"北木正義","タイヘイ","15263ｰA",,"不詳",,,,
"01","流行歌","母心","吉田一男","漣 菊子",,,,,,"タイヘイオーケストラ",,,,"村田吉邦",,"北木正義",,"北木正義","タイヘイ","15263ｰB",,"不詳",,,,
"01","歌謡曲","□□□旗□","南春駅",,,,,,,"太平管弦楽団",,,,"不死鳥",,"李在鎬",,"李在鎬","タイヘイ","GC-3030","K-1270","不詳","ハングル文字判読できず",,,
"01","歌謡曲","□□□漁火","南春駅",,,,,,,"太平管弦楽団",,,,"不死鳥",,"李在鎬",,"李在鎬","タイヘイ","GC-3030","K-1275","不詳","ハングル文字判読できず",,,
"01","流行歌","曠野의馬車","朴世鳴",,,,,,,"太平管弦楽団",,,,"李鎬𣳾",,"文芸部",,,"タイヘイ","C8339-A",,"不詳","ハングル文字判読できず",,,
"01","流行歌","거리의恋歌","朴世鳴",,,,,,,"太平管弦楽団",,,,"李鎬𣳾",,"文芸部",,,"タイヘイ","C8339-B",,"不詳","ハングル文字判読できず",,,
"01","流行歌","□□□□","盧碧花",,,,,,,"太平管弦楽団",,,,"金尚火",,"水谷ひろし",,,"タイヘイ","C8223-A",,"不詳","ハングル文字判読できず",,,
"01","流行歌","□□□謳歌","崔南鏞","姜石燕",,,,,,"太平管弦楽団",,,,"金尚火",,"井田一郎",,,"タイヘイ","C8223-B",,"不詳","ハングル文字判読できず",,,
"01","流行歌","□□□□□□□□","宋基玉",,,,,,,"太平管弦楽団",,,,"金相基",,"劉一",,,"大日本","C8641","K1069","不詳","ハングル文字判読できず　
タイヘイ・ニットー合併時の大日本蓄音器の表記",,,
"01","流行歌","哀傷□満月台","崔香玉",,,,,,,"太平管弦楽団",,,,"李孤帆",,"李潤雨",,,"大日本","C8641","K1135","不詳","ハングル文字判読できず　
タイヘイ・ニットー合併時の大日本蓄音器の表記",,,
"01","流行歌","番地□□酒幕","白年雪",,,,,,,"記載なし",,,,"処女林",,"李在鎬",,,"タイヘイ",3007,"K1247","不詳","ハングル文字判読できず 白年雪は韓国のスター歌手
ヒット曲「番地のない居酒屋」か？",,,
"01","流行歌","□八字□八字","白年雪",,,,,,,"記載なし",,,,"処女林",,"李在鎬",,,"タイヘイ",3007,"K1241","不詳","ハングル文字判読できず　白年雪は韓国のスター歌手
",,,
"10","社歌","神戸製鋼所社歌","内本 実",,,,,,,,,,,"上野清司",,"大澤壽人",,,"タイヘイ","M1414-A",,"不詳",,,,
"01","流行歌","ハリキレ若人","竹内龍夫",,,,,,,,,,,"西岡水朗",,"松山かほる",,"宮脇春夫","タイヘイ","M1414-B",,"不詳",,,,
"06","映画主題歌","仮染(かりそめ)の唇","春山一雄",,,,,,,"N.Y弦楽合奏団",,,,"松村又一",,"江口夜詩",,"江口夜詩","ニットー","5653ｰB",,1932,"メトロ映画「仮染の唇」主題歌","なし",,
"01","叙情小曲","哀しき口笛","渡辺光子(歌)","カナ井セツヲ(口笛)",,,,,,"N.Y弦楽合奏団",,,,"西岡水朗",,"江口夜詩",,"江口夜詩","ニットー","5653ｰA",,1932,,"なし",,
"01","流行歌","警備兵の唄","東京小花",,,,,,,"ウエスターン管弦楽団",,,,"村田吉邦",,"長津 弥",,"長津 弥","ニットー","20025ｰA",,"不詳","世界最高級ウエスターン吹込","なし",,
"01","流行歌","北満哀歌","新橋みどり","志村道夫",,,,,,"ウエスターン管弦楽団",,,,"伊藤松雄",,"山路幸男",,"山路幸男","ニットー","20025ｰB",,"不詳","世界最高級ウエスターン吹込","なし",,
"08","アメリカ民謡","ミネトンカの湖畔","ヘレン本田",,,,,,,"N.O楽団",,,,"服部龍太郎",,"リューランス",,"篠原正雄","ニットー","S1171-A",,1936,"大衆盤　6640-Aの再発売か？","なし",,
"04","ジャズソング","上海リル","唄川幸子",,,,,,,"N.O楽団",,,,"服部龍太郎",,"ウォーレン",,"篠原正雄","ニットー","S1171-B",,1936,"大衆盤　6382-Aの再発売か？","なし",,
"01","流行歌","製糸情話","桂 孤月","宇野 勝",,,,,,,,,,"不詳",,"不詳",,"不詳","ニットー","5375ｰA",,1931,"作詞・作曲者の記載なし","なし",,
"01","流行歌","製糸情話","小千代",,,,,,,"日東音楽部員",,,,"不詳",,"不詳",,"不詳","ニットー","5375ｰB",,1931,"作詞・作曲者の記載なし","なし",,
"01","流行歌","景気をつけろ(工場の唄)","山田道夫",,,,,,,"N.O楽団",,,,"落合四一",,"森 義八郎",,"篠原正雄","ニットー","5926ｰA",,1933,,"なし",,
"01","流行歌","景気をつけろ(農村の唄)","二村定一",,,,,,,"N.O楽団",,,,"落合四一",,"森 義八郎",,"篠原正雄","ニットー","5926ｰB",,1933,,"なし",,
"01","流行歌","幌馬車","丸山和歌子",,,,,,,"日東管弦団",,,,"伊藤松雄",,"高峰龍雄",,,"ニットー","5443ｰA",,1932,,"なし",,
"01","ジャズ小唄","インディアンの唄","貝塚 正",,,,,,,"日東管弦団",,,,"田口一郎",,"高峰龍雄",,,"ニットー","5443ｰB",,1932,,"なし",,
"01","流行歌","口笛吹いて","水島京子",,,,,,,"ナリタとその楽団",,,,"伊藤松雄",,"永井 巴",,,"ニットー","5357ｰA",,1931,,"なし",,
"01","流行歌","宵待草よ","水島京子",,,,,,,"ナリタとその楽団",,,,"島田芳文",,"森 義八郎",,,"ニットー","5357ｰB",,1931,,"なし",,
"10","ダンスミュージック","叱られて","川路美子",,,,,,,"東京フロリダダンスホール楽手","巴里ムーランルージュ楽員",,,"清水かつら",,"弘田龍太郎",,"ﾓｰﾘｽ･ﾃﾞｭﾌｰﾙ","ニットー","5743ｰＡ",,1932,"タンゴ　","なし",,
"10","ダンスミュージック","浜千鳥","川路美子",,,,,,,"東京フロリダダンスホール楽手","巴里ムーランルージュ楽員",,,"鹿島鳴秋",,"弘田龍太郎",,"ﾓｰﾘｽ･ﾃﾞｭﾌｰﾙ","ニットー","5743ｰＢ",,1932,"タンゴ　S1001-Bで再発売か？","なし",,
"01","流行歌","恋慕哀歌","丸山和歌子","二村定一",,,,,,"N.O楽団",,,,"大沼 萍",,"江口夜詩",,,"ニットー","5923ｰＡ",,1933,,"なし",,
"01","流行歌","別後の唄","泉 愛子",,,,,,,"N.O楽団",,,,"大沼 萍",,"江口夜詩",,,"ニットー","5923ｰＢ",,1933,,"なし",,
"01","流行歌","露営の夢","桂 孤月","宇野 勝",,,,,,,,,,"不詳",,"不詳",,"不詳","ニットー","5492ｰＡ",,"不詳","日支事変余話　作詞・作曲者の記載なし","https://search.showakan.go.jp/search/record/detail.php?id=90137826",,
"01","流行歌","看護婦の唄","桂 孤月","宇野 勝",,,,,,,,,,"不詳",,"不詳",,"不詳","ニットー","5492ｰＢ",,"不詳","日支事変余話　作詞・作曲者の記載なし","https://search.showakan.go.jp/search/record/detail.php?id=90137827",,
"01","時事小唄","噫中村大尉","藤波笑声",,,,,,,,,,,"伊藤松雄",,"永井 巴",,,"ニットー","5425ｰＡ",,1931,,"なし",,
"01","時事小唄","満蒙節","作栄(唄)","福子(糸)","重三郎(糸)",,,,,,,,,"伊藤松雄",,"草笛道朗",,,"ニットー","5425ｰＢ",,1931,,"なし",,
